Country,"imports( migrant(s)/1,000 population)"
Afghanistan,6390.0
Albania,3984.0
Algeria,51570.0
American Samoa,308.8
Andorra,1430.0
Angola,23720.0
Anguilla,129.3
Antigua and Barbuda,402.7
Argentina,65550.0
Armenia,3656.0
Aruba,2039.0000000000002
Australia,263000.0
Austria,1430.0
Azerbaijan,10420.0
"Bahamas, The",3386.0
Bahrain,13240.0
Bangladesh,32290.0
Barbados,1584.0
Belarus,45010.0
Belgium,311100.0
Belize,837.1
Benin,1755.0
Bermuda,900.0
Bhutan,1280.0
Bolivia,7694.0
Bosnia and Herzegovina,8849.0
Botswana,7918.0
Brazil,223200.0
British Virgin Islands,310.0
Brunei,3020.0
Bulgaria,31150.0
Burkina Faso,2675.0
Burma,7998.0
Burundi,886.2
Cabo Verde,878.7
Cambodia,7965.0
Cameroon,6321.0
Canada,474900.0
Cayman Islands,698.1
Central African Republic,333.7
Chad,2672.0
Chile,74860.0
China,1653000.0
Christmas Island,NA
Cocos (Keeling) Islands,NA
Colombia,54640.0
Comoros,208.0
"Congo, Democratic Republic of the",8186.999999999999
"Congo, Republic of the",4450.0
Cook Islands,83.49
Costa Rica,16750.0
Cote d'Ivoire,8973.0
Croatia,20370.0
Cuba,13720.0
Curacao,2500.0
Cyprus,6755.0
Czech Republic,124200.0
Denmark,96770.0
Djibouti,574.2
Dominica,182.7
Dominican Republic,17760.0
Ecuador,24580.0
Egypt,60260.0
El Salvador,9912.0
Equatorial Guinea,8045.0
Eritrea,972.8
Estonia,15600.0
Ethiopia,10250.0
European Union,2397000.0
Falkland Islands (Islas Malvinas),90.0
Faroe Islands,776.0
Fiji,1867.0
Finland,72130.0
France,643400.0
French Polynesia,2200.0
Gabon,3638.0
"Gambia, The",365.8
Gaza Strip,NA
Georgia,7682.0
Germany,1222000.0
Ghana,17760.0
Gibraltar,2967.0
Greece,53530.0
Greenland,814.2
Grenada,297.0
Guam,901.0
Guatemala,15840.0
Guernsey,NA
Guinea,2606.0
Guinea-Bissau,189.8
Guyana,1978.0
Haiti,2679.0
Honduras,11180.0
Hong Kong,487400.0
Hungary,87370.0
Iceland,4441.0
India,503500.0
Indonesia,178700.0
Iran,70030.0
Iraq,50160.0
Ireland,63630.0
Isle of Man,NA
Israel,71670.0
Italy,453500.0
Jamaica,5905.0
Japan,830100.0
Jersey,NA
Jordan,18460.0
Kazakhstan,49080.0
Kenya,15100.0
Kiribati,80.09
"Korea, North",4330.0
"Korea, South",514200.00000000006
Kosovo,3300.0
Kuwait,22790.0
Kyrgyzstan,4967.0
Laos,2744.0
Latvia,15150.0
Lebanon,20330.0
Lesotho,2239.0
Liberia,2275.0
Libya,18100.0
Liechtenstein,2218.0
Lithuania,30440.0
Luxembourg,23780.0
Macau,8866.0
Macedonia,6273.0
Madagascar,2755.0
Malawi,2151.0
Malaysia,186900.0
Maldives,1406.0
Mali,2794.0
Malta,5451.0
Marshall Islands,118.7
Mauritania,3176.0
Mauritius,5104.0
Mexico,371200.0
"Micronesia, Federated States of",132.7
Moldova,5152.0
Monaco,847.9
Mongolia,5934.0
Montenegro,2400.0
Montserrat,32.5
Morocco,38880.0
Mozambique,6168.0
Namibia,6440.0
Nauru,20.0
Nepal,5951.0
Netherlands,476500.0
New Caledonia,3245.0
New Zealand,37040.0
Nicaragua,6450.0
Niger,2273.0
Nigeria,53360.0
Niue,9.038
Norfolk Island,NA
Northern Mariana Islands,214.4
Norway,89050.0
Oman,25630.0
Pakistan,40070.0
Palau,113.4
Panama,24610.0
Papua New Guinea,4767.0
Paraguay,11060.0
Peru,41110.0
Philippines,61490.0
Pitcairn Islands,NA
Poland,197700.0
Portugal,69480.0
Puerto Rico,49000.0
Qatar,30790.0
Romania,62750.0
Russia,335700.0
Rwanda,1871.0
"Saint Helena, Ascension, and Tristan da Cunha",20.53
Saint Kitts and Nevis,225.6
Saint Lucia,579.3
Saint Pierre and Miquelon,95.35
Saint Vincent and the Grenadines,314.6
Samoa,318.7
San Marino,2551.0
Sao Tome and Principe,115.1
Saudi Arabia,141800.0
Senegal,5733.0
Serbia,18350.0
Seychelles,889.6
Sierra Leone,1597.0
Singapore,374900.0
Slovakia,75990.0
Slovenia,27950.0
Solomon Islands,446.0
Somalia,1263.0
South Africa,102600.0
Spain,323600.0
Sri Lanka,17180.0
Sudan,8122.999999999999
Suriname,1761.0
Svalbard,NA
Swaziland,1578.0
Sweden,163300.0
Switzerland,296200.0
Syria,10780.0
Taiwan,268800.0
Tajikistan,4382.0
Tanzania,10320.0
Thailand,217800.0
Timor-Leste,689.0
Togo,1604.0
Tokelau,969.0
Tonga,121.9
Trinidad and Tobago,9065.0
Tunisia,23100.0
Turkey,228600.0
Turkmenistan,10690.0
Turks and Caicos Islands,591.3
Tuvalu,16.5
Uganda,5187.0
Ukraine,89710.0
United Arab Emirates,221900.0
United Kingdom,643500.0
United States,2303000.0
Uruguay,12260.0
Uzbekistan,12060.0
Vanuatu,322.6
Venezuela,59310.0
Vietnam,104700.0
Virgin Islands,4609.0
Wallis and Futuna,61.17
West Bank,5474.0
Western Sahara,NA
World,17840000.0
Yemen,11360.0
Zambia,7961.0
Zimbabwe,4569.0
