Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Sierra Leone,65.0,35.0,49.0,49.0,185.0,185.0,216.0,216.0,216.0,362.9,1168.0,953.4,1563.0,1563.0,1563.0
Gabon,2500.0,2600.0,2891.0,3710.0,5813.0,6053.0,6956.0,9333.0,6803.0,9371.0,10820.0,10200.0,9777.0,9777.0,9777.0
Greenland,264.0,364.0,388.0,388.0,480.0,404.0,480.0,480.0,485.0,485.0,384.3,384.3,384.3,384.3,384.3
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2
Montserrat,1.5,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,3.4,3.6,2.3,3.6,3.6,3.6
Honduras,2000.0,1300.0,1370.0,1457.0,1726.0,1981.0,5594.0,6046.0,5879.0,5742.0,6946.0,7931.0,7881.0,7881.0,7881.0
Syria,5000.0,6200.0,5143.0,6086.0,6344.0,9713.0,11140.0,13970.0,12840.0,14030.0,4981.0,3876.0,2675.0,2675.0,2675.0
Solomon Islands,165.0,47.0,90.0,74.0,171.0,171.0,237.0,237.0,237.0,163.4,226.5,415.2,493.1,493.1,493.1
Suriname,399.0,445.0,495.0,495.0,881.0,881.0,1391.0,1391.0,1391.0,1477.0,2927.0,2564.0,2512.0,2512.0,2512.0
Central African Republic,166.0,134.0,172.0,172.0,131.0,131.0,146.7,146.7,146.7,152.5,198.5,207.7,138.9,138.9,138.9
Belize,239.6,290.0,207.8,401.4,349.9,427.0,429.0,464.7,404.0,475.7,555.8,628.3,633.0,633.0,633.0
Norway,68200.0,68200.0,67270.0,76640.0,111200.0,122700.0,140300.0,173600.0,137000.0,132700.0,162700.0,166000.0,154200.0,154200.0,154200.0
Finland,40100.0,40100.0,54280.0,61040.0,67880.0,77520.0,89910.0,96620.0,73530.0,69400.0,72700.0,76460.0,75700.0,75700.0,75700.0
Qatar,11000.0,10900.0,12360.0,15000.0,24900.0,30370.0,42020.0,55730.0,57820.0,72040.0,117700.0,133000.0,12700.0,12700.0,12700.0
Pakistan,8800.0,9800.0,11700.0,15070.0,14850.0,17000.0,18120.0,21090.0,20290.0,21460.0,24660.0,24710.0,25050.0,25050.0,25050.0
France,307800.0,307800.0,346500.0,419000.0,443400.0,483100.0,546000.0,601900.0,508700.0,517200.00000000006,567500.0,567400.0,578600.0,578600.0,578600.0
Lesotho,250.0,422.0,450.0,484.5,602.8,752.0,853.0,956.0,985.0,823.2,1039.0,972.4,941.2,941.2,941.2
East Timor,8.0,8.0,8.0,8.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,442.0,433.0,537.0,562.8,612.0,1025.0,1288.0,1555.0,1729.0,1716.0,3163.0,3039.0,3214.0,3214.0,3214.0
Turks and Caicos Islands,13.7,169.2,169.2,169.2,169.2,169.2,169.2,169.2,169.2,169.2,169.2,24.77,24.77,24.77,24.77
American Samoa,345.0,345.0,30.0,30.0,445.6,445.6,445.6,445.6,445.6,445.6,445.6,445.6,445.6,445.6,445.6
Vanuatu,22.8,22.0,79.0,26.6,34.11,34.11,40.0,40.0,40.0,40.0,67.4,57.5,43.1,43.1,43.1
Uganda,367.0,476.0,495.0,621.7,768.0,1004.0,1686.0,2688.0,2941.0,2164.0,2735.0,2811.0,3156.0,3156.0,3156.0
Bulgaria,5300.0,5300.0,7337.0,9134.0,11670.0,15060.0,18440.0,22710.0,19330.0,20640.0,27670.0,26700.0,27900.0,27900.0,27900.0
Cuba,1800.0,1800.0,1467.0,2104.0,2388.0,2980.0,3734.0,3680.0,3311.0,3816.0,6350.0,5972.0,6252.0,6252.0,6252.0
Afghanistan,1200.0,1200.0,98.0,446.0,471.0,471.0,274.0,327.0,547.0,547.0,376.0,376.0,376.0,376.0,376.0
Luxembourg,7850.0,10100.0,8571.0,13400.0,13390.0,16570.0,18420.0,21430.0,17820.0,16800.0,15500.0,15930.0,15800.0,15800.0,15800.0
New Caledonia,400.0,400.0,448.0,448.0,999.0,1085.0,1341.0,1341.0,1341.0,969.4,969.4,1321.0,1321.0,1321.0,1321.0
Tokelau,98.0,98.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
