Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Macedonia, The Former Yugoslav Republic of",-1.49,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palau,3.86,3.4,2.85,2.36,1.85,1.39,0.9,0.96,0.86,0.76,0.71,0.66,0.66,0.66,0.66
Poland,-0.49,-0.49,-0.49,-0.49,-0.46,-0.46,-0.46,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,4.6,5.33,6.02,6.04,6.06,6.06,6.06
Guadeloupe,-0.15,-0.15,-0.15,-0.15,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tokelau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,-4.89,-4.87,-4.86,-4.99,-4.98,-4.97,-4.97,-4.96,-9.25,-9.17,-8.92,-8.66,-8.57,-8.57,-8.57
Peru,-1.05,-1.03,-1.05,-1.03,-1.01,-0.99,-0.97,-0.95,-0.93,-3.2,-3.03,-2.86,-2.69,-2.69,-2.69
El Salvador,-3.88,-3.81,-3.74,-3.67,-3.61,-3.54,-3.4,-3.27,-9.13,-8.95,-8.78,-8.61,-8.44,-8.44,-8.44
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,NA,-12.58,-12.6,-12.62,-12.64,-12.65,-12.67,-12.67,-12.67
Cape Verde,-12.26,-12.16,-12.07,-11.99,-11.91,-11.83,-11.74,-11.67,-0.67,-0.66,-0.66,NA,NA,NA,NA
"Korea, North",0.0,0.0,0.0,0.0,0.0,0.0,NA,-0.09,-0.09,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
Saint Lucia,-3.64,-3.15,-2.67,-2.19,-1.73,-1.28,-4.33,-4.14,-3.93,-3.73,-3.54,-3.34,-3.13,-3.13,-3.13
Zambia,-0.16,0.0,0.0,0.0,0.0,-2.68,-2.63,-2.59,-0.62,-0.84,-0.76,-0.75,-0.72,-0.72,-0.72
European Union,NA,NA,1.5,1.5,1.5,1.6,1.23,1.46,1.48,1.48,1.9,2.02,2.22,2.22,2.22
Costa Rica,0.52,0.51,0.51,0.5,0.49,0.48,0.48,0.47,1.11,0.87,0.86,0.85,0.84,0.84,0.84
"Congo, Republic of the",0.0,0.0,0.0,0.0,-3.62,-3.17,-2.52,-1.82,-1.2,-0.71,-0.35,0.0,-7.02,-7.02,-7.02
Liechtenstein,4.93,4.89,4.85,4.8,4.77,4.73,4.7,4.66,4.63,4.48,3.98,4.35,4.72,4.72,4.72
American Samoa,3.42,3.29,-20.71,-20.89,-21.11,-21.21,-7.17,-6.99,-6.83,-6.63,-6.46,-22.17,-21.64,-21.64,-21.64
West Bank,3.18,3.07,2.98,2.88,2.8,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,2.78,2.66,2.54,2.42,2.3,0.38,0.38,0.38,0.38,0.38,0.38,0.85,0.78,0.78,0.78
Guatemala,-1.79,-1.71,-1.67,-1.63,-1.94,-2.31,-2.26,-2.21,-2.17,-2.12,-2.08,-2.04,-2.0,-2.0,-2.0
Norway,2.1,2.09,1.74,1.73,1.73,1.72,1.71,1.71,1.7,1.7,1.69,1.68,7.96,7.96,7.96
Paraguay,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08
Burundi,0.0,-0.12,-0.06,0.0,8.22,7.13,5.62,4.04,4.06,3.22,-0.18,-0.17,0.0,0.0,0.0
Gibraltar,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32,-3.32,-3.31,-3.3,-3.29,-3.29,-3.29
Dominica,-18.26,-16.11,-13.87,-11.6,-9.3,-5.47,-5.46,-5.45,-5.44,-5.43,-5.42,-5.4,-5.39,-5.39,-5.39
Montserrat,74.2,34.8,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,3.99,2.18,2.18,2.18,2.18,2.18,2.19,2.19,2.19,0.54,0.71,0.89,1.06,1.06,1.06
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,-16.08,-15.55,-15.04,-14.63,-14.12,-14.12,-14.12
Martinique,-0.07,-0.06,-0.05,-0.04,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,2.45,2.44,2.0,1.97,1.94,1.91,1.88,1.85,1.83,1.81,1.79,1.78,1.76,1.76,1.76
Benin,0.0,0.0,0.0,0.0,0.67,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,-1.42,-1.37,-1.32,-1.27,-1.22,-1.18,-1.14,-1.05,-1.01,-0.92,-0.84,-0.76,-0.69,-0.69,-0.69
French Polynesia,3.04,2.99,2.94,2.89,2.85,2.81,2.77,2.73,2.69,2.65,-0.94,-0.91,-0.87,-0.87,-0.87
Jamaica,-6.65,-5.78,-4.92,-4.07,-6.27,-6.07,-5.88,-5.7,-5.52,-5.34,-5.17,-4.99,-4.83,-4.83,-4.83
Oman,0.35,0.29,0.28,0.31,0.35,0.36,0.33,0.24,-0.48,-0.48,-0.47,-0.47,-0.45,-0.45,-0.45
Swaziland,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syria,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,-1.2,-11.18,-27.82,-17.89,-113.51,-113.51,-113.51
Tanzania,-0.08,-4.91,-2.06,-3.11,-3.05,-1.68,-1.48,-1.3,-0.81,-0.53,-0.29,-0.6,-0.57,-0.57,-0.57
San Marino,11.29,11.13,10.98,10.84,10.7,10.57,10.44,10.32,9.63,9.3,8.96,8.66,8.31,8.31,8.31
Turkmenistan,-0.98,-0.92,-0.86,-0.81,-0.75,-3.01,-3.0,-1.97,-1.95,-1.92,-1.9,-1.88,-1.86,-1.86,-1.86
Tajikistan,-3.27,-3.06,-2.86,-2.67,-2.48,-1.33,-1.31,-1.28,-1.26,-1.24,-1.21,-1.19,-1.17,-1.17,-1.17
Eritrea,7.61,-13.38,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,12.97,12.25,11.68,11.09,10.54,9.98,9.48,9.02,8.63,20.08,17.27,14.66,12.23,12.23,12.23
Kyrgyzstan,-2.51,-2.37,-2.45,-2.47,-2.5,-2.52,-2.55,-2.57,-2.58,-2.6,-8.1,-7.13,-6.16,-6.16,-6.16
