Country,"GDP( migrant(s)/1,000 population)"
Afghanistan,35000.0
Albania,20870.0
Algeria,222300.0
American Samoa,510.1
Andorra,2770.0
Angola,95460.0
Anguilla,108.9
Antigua and Barbuda,1526.0
Argentina,526400.0
Armenia,17170.0
Aruba,2258.0
Australia,773000.0
Austria,322000.0
Azerbaijan,64660.0
"Bahamas, The",8553.0
Bahrain,24010.0
Bangladesh,208300.0
Barbados,5310.0
Belarus,103500.0
Belgium,376500.0
Belize,2444.0
Benin,12000.0
Bermuda,4500.0
Bhutan,3359.0
Bolivia,39750.0
Bosnia and Herzegovina,27700.0
Botswana,26040.0
Brazil,1849000.0
British Virgin Islands,853.4
Brunei,19640.0
Bulgaria,86710.0
Burkina Faso,17410.0
Burma,91130.0
Burundi,2907.0
Cambodia,26190.0
Cameroon,40240.0
Canada,1271000.0
Cape Verde,1603.0
Cayman Islands,1939.0
Central African Republic,3007.0
Chad,15260.0
Chile,232800.0
China,7099000.0
Christmas Island,NA
Cocos (Keeling) Islands,NA
Colombia,327700.0
Comoros,1262.0
"Congo, Democratic Republic of the",19030.0
"Congo, Republic of the",12860.0
Cook Islands,183.2
Costa Rica,45770.0
Cote d'Ivoire,32850.0
Croatia,69590.0
Cuba,125500.0
Cyprus,21400.0
Czech Republic,251000.0
Denmark,203300.0
Djibouti,1738.0
Dominica,648.0
Dominican Republic,61670.0
Ecuador,98710.0
Egypt,405400.0
El Salvador,41630.0
Equatorial Guinea,15540.0
Eritrea,3619.0
Estonia,28690.0
Ethiopia,56050.0
European Union,14430000.0
Falkland Islands (Islas Malvinas),75.0
Faroe Islands,1000.0
Fiji,5079.0
Finland,188400.0
France,2075000.0000000002
French Polynesia,4580.0
Gabon,20440.0
"Gambia, The",2061.0
Gaza Strip,5034.0
Georgia,20600.0
Germany,2807000.0
Ghana,31130.0
Gibraltar,1066.0
Greece,327600.0
Greenland,1100.0
Grenada,1108.0
Guam,2500.0
Guatemala,64760.00000000001
Guernsey,2742.0
Guinea,10960.0
Guinea-Bissau,826.4
Guyana,2819.0
Haiti,11380.0
Holy See (Vatican City),NA
Honduras,32259.999999999996
Hong Kong,293300.0
Hungary,191700.0
Iceland,12190.0
India,2966000.0
Indonesia,843700.0
Iran,762900.0
Iraq,102400.0
Ireland,191600.0
Isle of Man,2719.0
Israel,185800.0
Italy,1800000.0
Jamaica,20480.0
Japan,4272000.0
Jersey,5100.0
Jordan,28450.0
Kazakhstan,168200.0
Kenya,61220.0
Kiribati,348.0
"Korea, North",40000.0
"Korea, South",1206000.0
Kosovo,4000.0
Kuwait,140000.0
Kyrgyzstan,10550.0
Laos,12800.0
Latvia,40050.0
Lebanon,40440.0
Lesotho,3063.0
Liberia,1525.0
Libya,74720.0
Liechtenstein,1786.0
Lithuania,59980.0
Luxembourg,38140.0
Macau,12500.0
Macedonia,17350.0
Madagascar,18440.0
Malawi,10590.0
Malaysia,361200.0
Maldives,1588.0
Mali,13630.0
Malta,9400.0
Marshall Islands,115.0
Mauritania,5974.0
Mauritius,14270.0
Mayotte,953.6
Mexico,1353000.0
"Micronesia, Federated States of",277.0
Moldova,9756.0
Monaco,976.3
Mongolia,8542.0
Montenegro,5918.0
Montserrat,29.0
Morocco,125000.0
Mozambique,17640.0
Namibia,10690.0
Nauru,60.0
Nepal,29290.0
Netherlands,645500.0
Netherlands Antilles,2800.0
New Caledonia,3158.0
New Zealand,112400.0
Nicaragua,16170.000000000002
Niger,8859.0
Nigeria,296100.0
Niue,7.6
Norfolk Island,NA
Northern Mariana Islands,900.0
Norway,246600.0
Oman,60890.0
Pakistan,411900.0
Palau,124.5
Panama,34810.0
Papua New Guinea,12050.0
Paraguay,26700.0
Peru,219600.0
Philippines,300100.0
Pitcairn Islands,NA
Poland,623100.0
Portugal,232300.0
Puerto Rico,72610.0
Qatar,71420.0
Romania,247100.0
Russia,2097000.0
Rwanda,8057.0
Saint Helena,18.0
Saint Kitts and Nevis,721.0
Saint Lucia,1794.0
Saint Pierre and Miquelon,48.3
Saint Vincent and the Grenadines,1042.0
Samoa,1029.0
San Marino,850.0
Sao Tome and Principe,256.0
Saudi Arabia,546000.0
Senegal,21020.0
Serbia,77280.0
Seychelles,1378.0
Sierra Leone,3991.0
Singapore,227100.0
Slovakia,110200.0
Slovenia,56190.0
Solomon Islands,948.0
Somalia,5387.0
South Africa,467800.0
Spain,1361000.0
Sri Lanka,82020.0
Sudan,80980.0
Suriname,3846.0
Svalbard,NA
Swaziland,5364.0
Sweden,338500.0
Switzerland,303200.0
Syria,90370.0
Taiwan,698600.0
Tajikistan,11960.0
Tanzania,51070.0
Thailand,521500.0
Timor-Leste,2608.0
Togo,5042.0
Tokelau,1.5
Tonga,526.0
Trinidad and Tobago,26790.0
Tunisia,76070.0
Turkey,853900.0
Turkmenistan,26920.0
Turks and Caicos Islands,216.0
Tuvalu,14.94
Uganda,29130.0
Ukraine,324800.0
United Arab Emirates,164400.0
United Kingdom,2130000.0
United States,13780000.0
Uruguay,37500.0
Uzbekistan,64400.00000000001
Vanuatu,897.0
Venezuela,334300.0
Vietnam,221100.0
Virgin Islands,1577.0
Wallis and Futuna,60.0
West Bank,5034.0
Western Sahara,NA
World,65610000.0
Yemen,56240.0
Zambia,16100.000000000002
Zimbabwe,2342.0
