Country,"GDP( migrant(s)/1,000 population)"
Afghanistan,33790.0
Albania,25930.0
Algeria,272500.0
American Samoa,575.3
Andorra,3163.0
Angola,123100.0
Anguilla,175.4
Antigua and Barbuda,1562.0
Argentina,735100.0
Armenia,19440.0
Aruba,2516.0
Australia,961000.0
Austria,3163.0
Azerbaijan,95730.0
"Bahamas, The",11040.0
Bahrain,33030.0
Bangladesh,302800.0
Barbados,6961.0
Belarus,145300.0
Belgium,415600.0
Belize,2967.0
Benin,15640.0
Bermuda,5600.0
Bhutan,4880.0
Bolivia,54600.0
Bosnia and Herzegovina,31570.0
Botswana,32270.000000000004
Brazil,2330000.0
British Virgin Islands,500.0
Brunei,21640.0
Bulgaria,102700.0
Burkina Faso,24570.0
Burma,102600.0
Burundi,5430.0
Cabo Verde,2160.0
Cambodia,36540.0
Cameroon,50160.0
Canada,1474000.0
Cayman Islands,2250.0
Central African Republic,3849.0
Chad,26580.0
Chile,316900.0
China,12260000.0
Christmas Island,NA
Cocos (Keeling) Islands,NA
Colombia,497300.0
Comoros,868.0
"Congo, Democratic Republic of the",27290.0
"Congo, Republic of the",18890.0
Cook Islands,183.2
Costa Rica,58550.0
Cote d'Ivoire,39880.0
Croatia,77560.0
Cuba,121000.0
Curacao,2838.0
Cyprus,23360.0
Czech Republic,283600.0
Denmark,208300.0
Djibouti,2354.0
Dominica,990.0
Dominican Republic,97680.0
Ecuador,149500.0
Egypt,534100.0
El Salvador,46090.0
Equatorial Guinea,19700.0
Eritrea,4349.0
Estonia,29090.0
Ethiopia,109000.0
European Union,15540000.0
Falkland Islands (Islas Malvinas),164.5
Faroe Islands,1471.0
Fiji,4261.0
Finland,194100.0
France,2238000.0
French Polynesia,5650.0
Gabon,27810.0
"Gambia, The",3409.0
Gaza Strip,NA
Georgia,26280.0
Germany,3167000.0
Ghana,82650.0
Gibraltar,1275.0
Greece,273900.0
Greenland,2133.0
Grenada,1427.0
Guam,4600.0
Guatemala,77840.0
Guernsey,2742.0
Guinea,12040.0
Guinea-Bissau,1911.0
Guyana,6175.0
Haiti,12800.0
Holy See (Vatican City),NA
Honduras,37640.0
Hong Kong,365600.0
Hungary,193600.0
Iceland,12690.0
India,4716000.0
Indonesia,1204000.0
Iran,988400.0
Iraq,236000.0
Ireland,186700.0
Isle of Man,4075.9999999999995
Israel,260899.99999999997
Italy,1813000.0
Jamaica,24690.0
Japan,4576000.0
Jersey,5100.0
Jordan,38240.0
Kazakhstan,228700.0
Kenya,75000.0
Kiribati,669.0
"Korea, North",40000.0
"Korea, South",1598000.0
Kosovo,13560.0
Kuwait,150900.0
Kyrgyzstan,13140.0
Laos,18920.0
Latvia,36870.0
Lebanon,62500.0
Lesotho,4041.0000000000005
Liberia,2645.0
Libya,76520.0
Liechtenstein,3200.0
Lithuania,64310.0
Luxembourg,41860.0
Macau,47190.0
Macedonia,21630.0
Madagascar,21180.0
Malawi,14110.0
Malaysia,494700.0
Maldives,2930.0
Mali,17790.0
Malta,11190.0
Marshall Islands,469.0
Mauritania,7604.0
Mauritius,19980.0
Mexico,1798000.0
"Micronesia, Federated States of",739.0
Moldova,12030.0
Monaco,5748.0
Mongolia,15030.0
Montenegro,7219.0
Montserrat,43.78
Morocco,168900.0
Mozambique,25950.0
Namibia,16820.0
Nauru,60.0
Nepal,40030.0
Netherlands,695800.0
New Caledonia,9280.0
New Zealand,130900.0
Nicaragua,26380.0
Niger,12990.0
Nigeria,444300.0
Niue,10.01
Norfolk Island,NA
Northern Mariana Islands,733.0
Norway,274100.0
Oman,89060.0
Pakistan,546700.0
Palau,221.0
Panama,56460.0
Papua New Guinea,18680.0
Paraguay,40430.0
Peru,322900.0
Philippines,419600.0
Pitcairn Islands,NA
Poland,792400.0
Portugal,244300.0
Puerto Rico,64840.0
Qatar,185300.0
Romania,271400.0
Russia,2486000.0
Rwanda,15020.0
"Saint Helena, Ascension, and Tristan da Cunha",31.1
Saint Kitts and Nevis,921.0
Saint Lucia,2181.0
Saint Martin,561.5
Saint Pierre and Miquelon,215.3
Saint Vincent and the Grenadines,1291.0
Samoa,1129.0
San Marino,1335.0
Sao Tome and Principe,397.0
Saudi Arabia,883700.0
Senegal,26290.0
Serbia,77830.0
Seychelles,2295.0
Sierra Leone,7970.0
Singapore,323000.0
Sint Maarten,798.3
Slovakia,130500.0
Slovenia,57220.0
Solomon Islands,1858.0
Somalia,5896.0
South Africa,576100.0
South Sudan,11640.0
Spain,1388000.0
Sri Lanka,124900.0
Sudan,85420.0
Suriname,6709.0
Svalbard,6313.0
Swaziland,6174.0
Sweden,385100.0
Switzerland,359000.0
Syria,107600.0
Taiwan,894300.0
Tajikistan,17560.0
Tanzania,73120.0
Thailand,645200.0
Timor-Leste,23190.0
Togo,6870.0
Tokelau,1.5
Tonga,826.0
Trinidad and Tobago,26350.0
Tunisia,104000.0
Turkey,1109000.0
Turkmenistan,48510.0
Turks and Caicos Islands,632.0
Tuvalu,39.0
Uganda,50770.0
Ukraine,331600.0
United Arab Emirates,255800.0
United Kingdom,2313000.0
United States,16239999.999999998
Uruguay,53630.0
Uzbekistan,103800.0
Vanuatu,1213.0
Venezuela,397900.0
Vietnam,336200.0
Virgin Islands,1577.0
Wallis and Futuna,60.0
West Bank,8022.0
Western Sahara,906.5
World,83660000.0
Yemen,58270.0
Zambia,23690.0
Zimbabwe,7167.0
