LOCATION,SUBJECT,TIME,Value
CHL,TRY_WOMEN,2011,17.731251
CHL,TRY_WOMEN,2013,21.132866
CHL,TRY_WOMEN,2015,22.493267
CHN,TRY_MEN,2010,10.760453
CHN,TRY_WOMEN,2010,8.5629225
COL,TRY_MEN,2014,20.628479
COL,TRY_MEN,2015,19.608345
COL,TRY_MEN,2016,20.174047
COL,TRY_WOMEN,2014,23.951704
COL,TRY_WOMEN,2015,23.391415
COL,TRY_WOMEN,2016,24.191235
EST,TRY_MEN,1997,24.160566
EST,TRY_MEN,1998,23.485497
EST,TRY_MEN,1999,22.422453
EST,TRY_MEN,2000,21.464544
EST,TRY_MEN,2001,22.723341
EST,TRY_MEN,2002,22.654995
EST,TRY_MEN,2003,23.011353
EST,TRY_MEN,2004,23.616859
EST,TRY_MEN,2005,26.641077
EST,TRY_MEN,2006,26.982605
EST,TRY_MEN,2007,25.973307
EST,TRY_MEN,2008,26.201738
EST,TRY_MEN,2009,26.493443
EST,TRY_MEN,2010,26.480659
EST,TRY_MEN,2011,28.079679
EST,TRY_MEN,2012,28.885132
EST,TRY_MEN,2013,28.258377
EST,TRY_MEN,2014,28.447504
EST,TRY_MEN,2015,28.332598
EST,TRY_MEN,2016,29.157036
EST,TRY_WOMEN,1997,35.146767
EST,TRY_WOMEN,1998,35.281303
EST,TRY_WOMEN,1999,34.441845
EST,TRY_WOMEN,2000,35.187653
EST,TRY_WOMEN,2001,35.603615
EST,TRY_WOMEN,2002,35.443844
EST,TRY_WOMEN,2003,35.695816
EST,TRY_WOMEN,2004,37.194561
EST,TRY_WOMEN,2005,38.865856
EST,TRY_WOMEN,2006,38.761127
EST,TRY_WOMEN,2007,39.773857
EST,TRY_WOMEN,2008,41.563114
EST,TRY_WOMEN,2009,44.962532
EST,TRY_WOMEN,2010,43.77713
EST,TRY_WOMEN,2011,45.152157
EST,TRY_WOMEN,2012,45.828297
EST,TRY_WOMEN,2013,45.959515
EST,TRY_WOMEN,2014,46.141506
EST,TRY_WOMEN,2015,47.362286
EST,TRY_WOMEN,2016,48.067318
IDN,TRY_MEN,2009,6.8701391
IDN,TRY_MEN,2010,7.3055806
IDN,TRY_MEN,2013,8.7320738
IDN,TRY_MEN,2015,10.045042
IDN,TRY_WOMEN,2009,5.9308205
IDN,TRY_WOMEN,2010,6.6456056
IDN,TRY_WOMEN,2013,7.8413353
IDN,TRY_WOMEN,2015,9.4888554
ISR,TRY_MEN,2002,39.831264
ISR,TRY_MEN,2003,40.250072
ISR,TRY_MEN,2005,40.188377
ISR,TRY_MEN,2007,39.907951
ISR,TRY_MEN,2008,40.722355
ISR,TRY_MEN,2009,40.913353
ISR,TRY_MEN,2010,41.62141
ISR,TRY_MEN,2011,43.148518
ISR,TRY_MEN,2012,41.942001
ISR,TRY_MEN,2013,42.87558
ISR,TRY_MEN,2014,43.871922
ISR,TRY_MEN,2015,44.526859
ISR,TRY_MEN,2016,45.177593
ISR,TRY_WOMEN,2002,44.275032
ISR,TRY_WOMEN,2003,45.457832
ISR,TRY_WOMEN,2005,45.806358
ISR,TRY_WOMEN,2007,47.1464
ISR,TRY_WOMEN,2008,47.134624
ISR,TRY_WOMEN,2009,48.661175
ISR,TRY_WOMEN,2010,49.3806
ISR,TRY_WOMEN,2011,49.553558
ISR,TRY_WOMEN,2012,50.800053
ISR,TRY_WOMEN,2013,51.810978
ISR,TRY_WOMEN,2014,53.042099
ISR,TRY_WOMEN,2015,52.97908
ISR,TRY_WOMEN,2016,54.461967
LVA,TRY_MEN,1996,15.40836
LVA,TRY_MEN,1997,13.816815
LVA,TRY_MEN,1998,15.212976
LVA,TRY_MEN,1999,15.924373
LVA,TRY_MEN,2000,16.345989
LVA,TRY_MEN,2001,15.02216
LVA,TRY_MEN,2002,16.318783
LVA,TRY_MEN,2003,14.803778
LVA,TRY_MEN,2004,16.212927
LVA,TRY_MEN,2005,16.164032
LVA,TRY_MEN,2006,15.752575
LVA,TRY_MEN,2007,17.294107
LVA,TRY_MEN,2008,18.50391
LVA,TRY_MEN,2009,18.933725
LVA,TRY_MEN,2010,20.449883
LVA,TRY_MEN,2011,20.322981
LVA,TRY_MEN,2012,21.241619
LVA,TRY_MEN,2013,23.036503
LVA,TRY_MEN,2014,21.911348
LVA,TRY_MEN,2015,22.299984
LVA,TRY_MEN,2016,24.061266
LVA,TRY_WOMEN,1996,18.373289
LVA,TRY_WOMEN,1997,17.842968
LVA,TRY_WOMEN,1998,18.945898
LVA,TRY_WOMEN,1999,19.435244
LVA,TRY_WOMEN,2000,19.878185
LVA,TRY_WOMEN,2001,20.249584
LVA,TRY_WOMEN,2002,21.101116
LVA,TRY_WOMEN,2003,20.640921
LVA,TRY_WOMEN,2004,22.914892
LVA,TRY_WOMEN,2005,23.920837
LVA,TRY_WOMEN,2006,25.482559
LVA,TRY_WOMEN,2007,26.514925
LVA,TRY_WOMEN,2008,30.469065
LVA,TRY_WOMEN,2009,32.029045
LVA,TRY_WOMEN,2010,32.744148
LVA,TRY_WOMEN,2011,34.279606
LVA,TRY_WOMEN,2012,36.352661
LVA,TRY_WOMEN,2013,38.201538
LVA,TRY_WOMEN,2014,37.793896
LVA,TRY_WOMEN,2015,40.124584
LVA,TRY_WOMEN,2016,41.924561
RUS,TRY_MEN,2010,45.616051
RUS,TRY_MEN,2011,46.119095
RUS,TRY_MEN,2012,40.933582
RUS,TRY_MEN,2013,46.98896
RUS,TRY_MEN,2014,47.616943
RUS,TRY_MEN,2015,48.316128
RUS,TRY_WOMEN,2010,59.815063
RUS,TRY_WOMEN,2011,60.309822
RUS,TRY_WOMEN,2012,60.454269
RUS,TRY_WOMEN,2013,60.816971
RUS,TRY_WOMEN,2014,61.168377
RUS,TRY_WOMEN,2015,62.110504
SAU,TRY_MEN,2014,23.548378
SAU,TRY_WOMEN,2014,22.558393
SVN,TRY_MEN,2000,14.122491
SVN,TRY_MEN,2002,13.418317
SVN,TRY_MEN,2003,15.434653
SVN,TRY_MEN,2004,16.431631
SVN,TRY_MEN,2005,17.583389
SVN,TRY_MEN,2006,18.378719
SVN,TRY_MEN,2007,18.753334
SVN,TRY_MEN,2008,18.982487
SVN,TRY_MEN,2009,18.952723
SVN,TRY_MEN,2010,19.464472
SVN,TRY_MEN,2011,20.281788
SVN,TRY_MEN,2012,21.10297
SVN,TRY_MEN,2013,22.710682
SVN,TRY_MEN,2014,23.440107
SVN,TRY_MEN,2015,24.047276
SVN,TRY_MEN,2016,24.278795
SVN,TRY_WOMEN,2000,17.341646
SVN,TRY_WOMEN,2002,17.137419
SVN,TRY_WOMEN,2003,20.10025
SVN,TRY_WOMEN,2004,21.706018
SVN,TRY_WOMEN,2005,22.831985
SVN,TRY_WOMEN,2006,24.460098
SVN,TRY_WOMEN,2007,25.809883
SVN,TRY_WOMEN,2008,26.446932
SVN,TRY_WOMEN,2009,27.864328
SVN,TRY_WOMEN,2010,28.145533
SVN,TRY_WOMEN,2011,30.120878
SVN,TRY_WOMEN,2012,31.995443
SVN,TRY_WOMEN,2013,33.303898
SVN,TRY_WOMEN,2014,34.072308
SVN,TRY_WOMEN,2015,36.687336
SVN,TRY_WOMEN,2016,37.551964
ZAF,TRY_MEN,2008,11.239678
ZAF,TRY_MEN,2009,11.370091
ZAF,TRY_MEN,2010,11.2173
ZAF,TRY_MEN,2011,11.637701
ZAF,TRY_MEN,2012,11.124957
ZAF,TRY_MEN,2013,11.633977
ZAF,TRY_MEN,2014,11.656501
ZAF,TRY_MEN,2015,11.507605
ZAF,TRY_WOMEN,2008,10.67281
ZAF,TRY_WOMEN,2009,10.972096
ZAF,TRY_WOMEN,2010,11.156733
ZAF,TRY_WOMEN,2011,11.850924
ZAF,TRY_WOMEN,2012,11.438445
ZAF,TRY_WOMEN,2013,11.872191
ZAF,TRY_WOMEN,2014,12.09624
ZAF,TRY_WOMEN,2015,12.543431
OAVG,TRY_MEN,1995,21.505279
OAVG,TRY_MEN,1997,21.592416
OAVG,TRY_MEN,1998,21.286814
OAVG,TRY_MEN,1999,21.559214
OAVG,TRY_MEN,2000,22.131465
OAVG,TRY_MEN,2001,22.758009
OAVG,TRY_MEN,2002,23.619493
OAVG,TRY_MEN,2003,24.750251
OAVG,TRY_MEN,2004,25.175253
OAVG,TRY_MEN,2005,26.052357
OAVG,TRY_MEN,2006,26.066791
OAVG,TRY_MEN,2007,26.871409
OAVG,TRY_MEN,2008,27.577159
OAVG,TRY_MEN,2009,28.093141
OAVG,TRY_MEN,2010,28.961817
OAVG,TRY_MEN,2011,29.235687
OAVG,TRY_MEN,2012,30.352556
OAVG,TRY_MEN,2013,30.640548
OAVG,TRY_MEN,2014,31.839553
OAVG,TRY_MEN,2015,31.879859
OAVG,TRY_MEN,2016,32.874306
OAVG,TRY_WOMEN,1995,18.421393
OAVG,TRY_WOMEN,1997,18.965776
OAVG,TRY_WOMEN,1998,19.164492
OAVG,TRY_WOMEN,1999,19.690964
OAVG,TRY_WOMEN,2000,21.029365
OAVG,TRY_WOMEN,2001,21.781521
OAVG,TRY_WOMEN,2002,23.296552
OAVG,TRY_WOMEN,2003,24.935239
OAVG,TRY_WOMEN,2004,25.31001
OAVG,TRY_WOMEN,2005,26.870422
OAVG,TRY_WOMEN,2006,27.279831
OAVG,TRY_WOMEN,2007,28.643717
OAVG,TRY_WOMEN,2008,29.826905
OAVG,TRY_WOMEN,2009,30.819173
OAVG,TRY_WOMEN,2010,32.043048
OAVG,TRY_WOMEN,2011,32.696941
OAVG,TRY_WOMEN,2012,34.471483
OAVG,TRY_WOMEN,2013,35.142933
OAVG,TRY_WOMEN,2014,36.558989
OAVG,TRY_WOMEN,2015,37.169823
OAVG,TRY_WOMEN,2016,38.435346
SAU,BUPPSRY,2014,45.034447
SAU,TRY,2014,23.161575
SAU,UPPSRY,2014,31.80398
ARG,BUPPSRY,2004,51.205463
ARG,BUPPSRY,2005,50.157974
ARG,BUPPSRY,2006,48.472809
ARG,BUPPSRY,2008,45.804825
ARG,BUPPSRY,2009,44.794254
ARG,BUPPSRY,2011,42.753086
ARG,BUPPSRY,2012,41.416412
ARG,BUPPSRY,2013,40.63517
ARG,BUPPSRY,2014,41.248135
ARG,TRY,2004,16.711861
ARG,TRY,2005,17.471054
ARG,TRY,2006,17.830963
ARG,TRY,2008,18.973812
ARG,TRY,2009,19.518599
ARG,TRY,2011,20.237337
ARG,TRY,2012,20.556124
ARG,TRY,2013,21.056189
ARG,TRY,2014,20.534544
ARG,UPPSRY,2004,32.082676
ARG,UPPSRY,2005,32.370968
ARG,UPPSRY,2006,33.696232
ARG,UPPSRY,2008,35.221363
ARG,UPPSRY,2009,35.687149
ARG,UPPSRY,2011,37.009579
ARG,UPPSRY,2012,38.027462
ARG,UPPSRY,2013,38.308643
ARG,UPPSRY,2014,38.217319
IND,BUPPSRY,2011,71.298172
IND,TRY,2011,10.595189
IND,UPPSRY,2011,18.10664
IND,TRY_MEN,2011,13.318929
IND,TRY_WOMEN,2011,7.7748356
LTU,BUPPSRY,2000,15.770907
LTU,BUPPSRY,2005,12.498502
LTU,BUPPSRY,2006,11.679444
LTU,BUPPSRY,2007,11.068882
LTU,BUPPSRY,2008,9.4485025
LTU,BUPPSRY,2009,8.6813269
LTU,BUPPSRY,2010,8.1011848
LTU,BUPPSRY,2011,7.1331868
LTU,BUPPSRY,2012,6.6762033
LTU,BUPPSRY,2013,6.5573592
LTU,BUPPSRY,2014,8.8240929
LTU,BUPPSRY,2015,8.6442165
LTU,BUPPSRY,2016,7.4843569
LTU,TRY,2000,41.801403
LTU,TRY,2005,26.547928
LTU,TRY,2006,26.751383
LTU,TRY,2007,28.931429
LTU,TRY,2008,30.408518
LTU,TRY,2009,30.958277
LTU,TRY,2010,32.440029
LTU,TRY,2011,33.489258
LTU,TRY,2012,34.05378
LTU,TRY,2013,35.19833
LTU,TRY,2014,36.668087
LTU,TRY,2015,38.724106
LTU,TRY,2016,39.732628
LTU,UPPSRY,2000,42.427689
LTU,UPPSRY,2005,60.953571
LTU,UPPSRY,2006,61.569172
LTU,UPPSRY,2007,59.999691
LTU,UPPSRY,2008,60.142979
LTU,UPPSRY,2009,60.360397
LTU,UPPSRY,2010,59.458786
LTU,UPPSRY,2011,59.377556
LTU,UPPSRY,2012,59.27002
LTU,UPPSRY,2013,58.244312
LTU,UPPSRY,2014,54.50782
LTU,UPPSRY,2015,52.63168
LTU,UPPSRY,2016,52.783016
LTU,TRY_MEN,2000,36.83659
LTU,TRY_MEN,2005,22.643324
LTU,TRY_MEN,2006,22.360903
LTU,TRY_MEN,2007,24.544004
LTU,TRY_MEN,2008,25.308851
LTU,TRY_MEN,2009,25.473921
LTU,TRY_MEN,2010,26.000668
LTU,TRY_MEN,2011,27.032896
LTU,TRY_MEN,2012,27.258413
LTU,TRY_MEN,2013,28.289999
LTU,TRY_MEN,2014,30.187037
LTU,TRY_MEN,2015,31.510479
LTU,TRY_MEN,2016,31.748549
LTU,TRY_WOMEN,2000,46.26981
LTU,TRY_WOMEN,2005,30.080574
LTU,TRY_WOMEN,2006,30.722498
LTU,TRY_WOMEN,2007,32.90799
LTU,TRY_WOMEN,2008,35.041939
LTU,TRY_WOMEN,2009,35.96101
LTU,TRY_WOMEN,2010,38.24588
LTU,TRY_WOMEN,2011,39.308311
LTU,TRY_WOMEN,2012,40.19408
LTU,TRY_WOMEN,2013,41.460518
LTU,TRY_WOMEN,2014,42.570419
LTU,TRY_WOMEN,2015,45.31752
LTU,TRY_WOMEN,2016,47.049824
CRI,BUPPSRY,1987,77.346848
CRI,BUPPSRY,1988,76.006599
CRI,BUPPSRY,1989,75.325371
CRI,BUPPSRY,1990,74.924744
CRI,BUPPSRY,1991,76.039444
CRI,BUPPSRY,1992,73.690758
CRI,BUPPSRY,1993,72.007347
CRI,BUPPSRY,1994,71.285805
CRI,BUPPSRY,1995,70.217255
CRI,BUPPSRY,1996,70.934433
CRI,BUPPSRY,1997,69.637726
CRI,BUPPSRY,1998,68.202065
CRI,BUPPSRY,1999,67.841637
CRI,BUPPSRY,2000,69.6353
CRI,BUPPSRY,2001,68.293747
CRI,BUPPSRY,2002,67.236092
CRI,BUPPSRY,2003,65.91481
CRI,BUPPSRY,2004,65.916557
CRI,BUPPSRY,2005,64.873169
CRI,BUPPSRY,2006,64.274269
CRI,BUPPSRY,2007,62.960529
CRI,BUPPSRY,2008,61.940212
CRI,BUPPSRY,2009,61.093235
CRI,BUPPSRY,2010,63.147984
CRI,BUPPSRY,2011,62.58416
CRI,BUPPSRY,2012,60.889778
CRI,BUPPSRY,2013,59.697968
CRI,BUPPSRY,2014,59.457653
CRI,BUPPSRY,2015,60.632359
CRI,BUPPSRY,2016,60.063385
CRI,TRY,1987,10.092978
CRI,TRY,1988,10.915986
CRI,TRY,1989,11.685454
CRI,TRY,1990,11.914576
CRI,TRY,1991,10.755275
CRI,TRY,1992,12.237103
CRI,TRY,1993,13.005966
CRI,TRY,1994,13.521868
CRI,TRY,1995,14.495959
CRI,TRY,1996,13.424905
CRI,TRY,1997,14.833283
CRI,TRY,1998,17.31354
CRI,TRY,1999,17.035275
CRI,TRY,2000,16.448679
CRI,TRY,2001,17.826429
CRI,TRY,2002,18.362774
CRI,TRY,2003,19.18364
CRI,TRY,2004,19.812418
CRI,TRY,2005,20.842731
CRI,TRY,2006,21.029402
CRI,TRY,2007,21.768053
CRI,TRY,2008,22.312418
CRI,TRY,2009,23.416771
CRI,TRY,2010,20.980572
CRI,TRY,2011,21.594719
CRI,TRY,2012,23.244442
CRI,TRY,2013,23.270735
CRI,TRY,2014,23.535925
CRI,TRY,2015,23.136086
CRI,TRY,2016,22.998714
CRI,UPPSRY,1987,12.56017
CRI,UPPSRY,1988,13.077413
CRI,UPPSRY,1989,12.989176
CRI,UPPSRY,1990,13.160681
CRI,UPPSRY,1991,13.205277
CRI,UPPSRY,1992,14.072138
CRI,UPPSRY,1993,14.986683
CRI,UPPSRY,1994,15.192326
CRI,UPPSRY,1995,15.286785
CRI,UPPSRY,1996,15.640663
CRI,UPPSRY,1997,15.528994
CRI,UPPSRY,1998,14.484394
CRI,UPPSRY,1999,15.12309
CRI,UPPSRY,2000,13.91602
CRI,UPPSRY,2001,13.879825
CRI,UPPSRY,2002,14.401133
CRI,UPPSRY,2003,14.901548
CRI,UPPSRY,2004,14.271029
CRI,UPPSRY,2005,14.284099
CRI,UPPSRY,2006,14.696331
CRI,UPPSRY,2007,15.271419
CRI,UPPSRY,2008,15.747368
CRI,UPPSRY,2009,15.489995
CRI,UPPSRY,2010,15.871445
CRI,UPPSRY,2011,15.821122
CRI,UPPSRY,2012,15.865781
CRI,UPPSRY,2013,17.031296
CRI,UPPSRY,2014,17.00642
CRI,UPPSRY,2015,16.231556
CRI,UPPSRY,2016,16.937899
CRI,TRY_MEN,1987,10.463483
CRI,TRY_MEN,1988,11.324109
CRI,TRY_MEN,1989,12.381783
CRI,TRY_MEN,1990,12.269634
CRI,TRY_MEN,1991,11.634244
CRI,TRY_MEN,1992,12.926917
CRI,TRY_MEN,1993,13.522913
CRI,TRY_MEN,1994,14.584819
CRI,TRY_MEN,1995,15.417627
CRI,TRY_MEN,1996,14.012602
CRI,TRY_MEN,1997,15.681939
CRI,TRY_MEN,1998,17.892851
CRI,TRY_MEN,1999,17.744062
CRI,TRY_MEN,2000,16.567589
CRI,TRY_MEN,2001,18.053553
CRI,TRY_MEN,2002,18.769146
CRI,TRY_MEN,2003,19.645773
CRI,TRY_MEN,2004,20.321369
CRI,TRY_MEN,2005,21.111923
CRI,TRY_MEN,2006,20.38575
CRI,TRY_MEN,2007,21.524483
CRI,TRY_MEN,2008,21.791302
CRI,TRY_MEN,2009,22.682451
CRI,TRY_MEN,2010,20.027973
CRI,TRY_MEN,2011,20.980396
CRI,TRY_MEN,2012,22.458946
CRI,TRY_MEN,2013,21.710941
CRI,TRY_MEN,2014,22.793673
CRI,TRY_MEN,2015,22.159082
CRI,TRY_MEN,2016,21.172318
CRI,TRY_WOMEN,1987,9.7411337
CRI,TRY_WOMEN,1988,10.528621
CRI,TRY_WOMEN,1989,11.043863
CRI,TRY_WOMEN,1990,11.583088
CRI,TRY_WOMEN,1991,9.9588661
CRI,TRY_WOMEN,1992,11.607765
CRI,TRY_WOMEN,1993,12.533188
CRI,TRY_WOMEN,1994,12.538079
CRI,TRY_WOMEN,1995,13.643369
CRI,TRY_WOMEN,1996,12.881759
CRI,TRY_WOMEN,1997,14.044616
CRI,TRY_WOMEN,1998,16.776888
CRI,TRY_WOMEN,1999,16.384277
CRI,TRY_WOMEN,2000,16.3312
CRI,TRY_WOMEN,2001,17.608408
CRI,TRY_WOMEN,2002,17.969522
CRI,TRY_WOMEN,2003,18.733418
CRI,TRY_WOMEN,2004,19.316385
CRI,TRY_WOMEN,2005,20.576881
CRI,TRY_WOMEN,2006,21.664228
CRI,TRY_WOMEN,2007,22.010872
CRI,TRY_WOMEN,2008,22.817001
CRI,TRY_WOMEN,2009,24.131628
CRI,TRY_WOMEN,2010,21.925285
CRI,TRY_WOMEN,2011,22.210791
CRI,TRY_WOMEN,2012,24.033546
CRI,TRY_WOMEN,2013,24.794907
CRI,TRY_WOMEN,2014,24.262573
CRI,TRY_WOMEN,2015,24.09667
CRI,TRY_WOMEN,2016,24.779873
